Chapter,sentence_range,Text
1,537-540,"68
4786 4797
4808
4819
4831
4842
4853 4864
4875
4887
1
2
3
4
6
7
8
9
10 69
4898 4909
4920
4932
4943
4955
4966 4977
4989
5000
1
2
3
5
6
7
8
9
10 70
5012 5023
5035
5047
5058
5070
5082 5093
5105
5117
1
2
4
5
6
7
8
9
11 71
5129 5140
5152
5164
5176
5188
5200 5212
5224
5236
1
2
4
5
6
7
8
10 11"
1,538-541,"69
4898 4909
4920
4932
4943
4955
4966 4977
4989
5000
1
2
3
5
6
7
8
9
10 70
5012 5023
5035
5047
5058
5070
5082 5093
5105
5117
1
2
4
5
6
7
8
9
11 71
5129 5140
5152
5164
5176
5188
5200 5212
5224
5236
1
2
4
5
6
7
8
10 11 72   5248 5260
5272
5284
5297
5309
5321 5333
5346
5358
1
2
4
5
6
7
9
10 11"
1,539-542,"70
5012 5023
5035
5047
5058
5070
5082 5093
5105
5117
1
2
4
5
6
7
8
9
11 71
5129 5140
5152
5164
5176
5188
5200 5212
5224
5236
1
2
4
5
6
7
8
10 11 72   5248 5260
5272
5284
5297
5309
5321 5333
5346
5358
1
2
4
5
6
7
9
10 11 73   5370 5383
5395
5408
5420
5433
5445 5458
5470
5483
1
3
4
5
6
8
9
10 11"
1,540-543,"71
5129 5140
5152
5164
5176
5188
5200 5212
5224
5236
1
2
4
5
6
7
8
10 11 72   5248 5260
5272
5284
5297
5309
5321 5333
5346
5358
1
2
4
5
6
7
9
10 11 73   5370 5383
5395
5408
5420
5433
5445 5458
5470
5483
1
3
4
5
6
8
9
10 11 74
5495 5508
5521
5534
5546
5559
5572 5585
5598
5610
1
3
4
5
6
8
9
10 12"
1,541-544,"72   5248 5260
5272
5284
5297
5309
5321 5333
5346
5358
1
2
4
5
6
7
9
10 11 73   5370 5383
5395
5408
5420
5433
5445 5458
5470
5483
1
3
4
5
6
8
9
10 11 74
5495 5508
5521
5534
5546
5559
5572 5585
5598
5610
1
3
4
5
6
8
9
10 12 75
5623 5636
5649
5662
5675
5689
5702 5715
5728
5741
1
3
4
5
7
8
9
10 12"
1,542-545,"73   5370 5383
5395
5408
5420
5433
5445 5458
5470
5483
1
3
4
5
6
8
9
10 11 74
5495 5508
5521
5534
5546
5559
5572 5585
5598
5610
1
3
4
5
6
8
9
10 12 75
5623 5636
5649
5662
5675
5689
5702 5715
5728
5741
1
3
4
5
7
8
9
10 12 76
5754 5768
5781
5794
5808
5821
5834 5848
5861
5875
1
3
4
5
7
8
9
11 12"
1,543-546,"74
5495 5508
5521
5534
5546
5559
5572 5585
5598
5610
1
3
4
5
6
8
9
10 12 75
5623 5636
5649
5662
5675
5689
5702 5715
5728
5741
1
3
4
5
7
8
9
10 12 76
5754 5768
5781
5794
5808
5821
5834 5848
5861
5875
1
3
4
5
7
8
9
11 12 77
5888 5902
5916
5929
5943
5957
5970 5984
5998
6012
1
3
4
5
7
8
10
11 12"
1,544-547,"75
5623 5636
5649
5662
5675
5689
5702 5715
5728
5741
1
3
4
5
7
8
9
10 12 76
5754 5768
5781
5794
5808
5821
5834 5848
5861
5875
1
3
4
5
7
8
9
11 12 77
5888 5902
5916
5929
5943
5957
5970 5984
5998
6012
1
3
4
5
7
8
10
11 12 78  6026
6039
6053
6067
6081
6095
6109 6124
6138
6152
1
3
4
6
7
8
10
11 13"
1,545-548,"76
5754 5768
5781
5794
5808
5821
5834 5848
5861
5875
1
3
4
5
7
8
9
11 12 77
5888 5902
5916
5929
5943
5957
5970 5984
5998
6012
1
3
4
5
7
8
10
11 12 78  6026
6039
6053
6067
6081
6095
6109 6124
6138
6152
1
3
4
6
7
8
10
11 13 79
6166 6180
6194
6209
6223
6237
6252 6266
6281
6295
1
3
4
6
7
9
10
11 13"
1,546-549,"77
5888 5902
5916
5929
5943
5957
5970 5984
5998
6012
1
3
4
5
7
8
10
11 12 78  6026
6039
6053
6067
6081
6095
6109 6124
6138
6152
1
3
4
6
7
8
10
11 13 79
6166 6180
6194
6209
6223
6237
6252 6266
6281
6295
1
3
4
6
7
9
10
11 13 80
6310 6324
6339
6353
6368
6383
6397 6412
6427
6442
1
3
4
6
7
9
10
12 13"
1,547-550,"78  6026
6039
6053
6067
6081
6095
6109 6124
6138
6152
1
3
4
6
7
8
10
11 13 79
6166 6180
6194
6209
6223
6237
6252 6266
6281
6295
1
3
4
6
7
9
10
11 13 80
6310 6324
6339
6353
6368
6383
6397 6412
6427
6442
1
3
4
6
7
9
10
12 13 81
6457 6471
6486
6501
6516
6531
6546 6561
6577
6592
2
3
5
6
8
9
11
12 14"
1,548-551,"79
6166 6180
6194
6209
6223
6237
6252 6266
6281
6295
1
3
4
6
7
9
10
11 13 80
6310 6324
6339
6353
6368
6383
6397 6412
6427
6442
1
3
4
6
7
9
10
12 13 81
6457 6471
6486
6501
6516
6531
6546 6561
6577
6592
2
3
5
6
8
9
11
12 14 82
6607 6622
6637
6653
6668
6683
6699 6714
6730
6745
2
3
5
6
8
9
11
12 14"
1,549-552,"80
6310 6324
6339
6353
6368
6383
6397 6412
6427
6442
1
3
4
6
7
9
10
12 13 81
6457 6471
6486
6501
6516
6531
6546 6561
6577
6592
2
3
5
6
8
9
11
12 14 82
6607 6622
6637
6653
6668
6683
6699 6714
6730
6745
2
3
5
6
8
9
11
12 14 83
6761 6776
6792
6808
6823
6839
6855 6871
6887
6902
2
3
5
6
8
9
11
 1314"
1,550-553,"81
6457 6471
6486
6501
6516
6531
6546 6561
6577
6592
2
3
5
6
8
9
11
12 14 82
6607 6622
6637
6653
6668
6683
6699 6714
6730
6745
2
3
5
6
8
9
11
12 14 83
6761 6776
6792
6808
6823
6839
6855 6871
6887
6902
2
3
5
6
8
9
11
 1314 84
6918 6934
6950
6966
6982
6998
7015 7031
7047
7063
2
3
5
6
8
10
11
13 15"
1,551-554,"82
6607 6622
6637
6653
6668
6683
6699 6714
6730
6745
2
3
5
6
8
9
11
12 14 83
6761 6776
6792
6808
6823
6839
6855 6871
6887
6902
2
3
5
6
8
9
11
 1314 84
6918 6934
6950
6966
6982
6998
7015 7031
7047
7063
2
3
5
6
8
10
11
13 15 85
7079 7096
7112
7129
7145
7161
7178 7194
7211
7228
2
3
5
7
8
10
12
13 15"
1,552-555,"83
6761 6776
6792
6808
6823
6839
6855 6871
6887
6902
2
3
5
6
8
9
11
 1314 84
6918 6934
6950
6966
6982
6998
7015 7031
7047
7063
2
3
5
6
8
10
11
13 15 85
7079 7096
7112
7129
7145
7161
7178 7194
7211
7228
2
3
5
7
8
10
12
13 15 86
7244 7261
7278
7295
7311
7328
7345 7362
7379
7396
2
3
5
7
8
10
12
13 15"
1,553-556,"84
6918 6934
6950
6966
6982
6998
7015 7031
7047
7063
2
3
5
6
8
10
11
13 15 85
7079 7096
7112
7129
7145
7161
7178 7194
7211
7228
2
3
5
7
8
10
12
13 15 86
7244 7261
7278
7295
7311
7328
7345 7362
7379
7396
2
3
5
7
8
10
12
13 15 87
7413 7430
7447
7464
7482
7499
7516 7534
7551
7568
2
3
5
7
9
10
12
14 16"
1,554-557,"85
7079 7096
7112
7129
7145
7161
7178 7194
7211
7228
2
3
5
7
8
10
12
13 15 86
7244 7261
7278
7295
7311
7328
7345 7362
7379
7396
2
3
5
7
8
10
12
13 15 87
7413 7430
7447
7464
7482
7499
7516 7534
7551
7568
2
3
5
7
9
10
12
14 16 88
7586 7603
7621
7638
7656
7674
7691 7709
7727
7745
2
4
5
7
9
11
12
14 16"
1,555-558,"86
7244 7261
7278
7295
7311
7328
7345 7362
7379
7396
2
3
5
7
8
10
12
13 15 87
7413 7430
7447
7464
7482
7499
7516 7534
7551
7568
2
3
5
7
9
10
12
14 16 88
7586 7603
7621
7638
7656
7674
7691 7709
7727
7745
2
4
5
7
9
11
12
14 16 89
7762 7780
7798
7816
7834
7852
7870 7889
7907
7925
2
4
5
7
9
11
13
14 16"
1,556-559,"87
7413 7430
7447
7464
7482
7499
7516 7534
7551
7568
2
3
5
7
9
10
12
14 16 88
7586 7603
7621
7638
7656
7674
7691 7709
7727
7745
2
4
5
7
9
11
12
14 16 89
7762 7780
7798
7816
7834
7852
7870 7889
7907
7925
2
4
5
7
9
11
13
14 16 90
7943 7962
7980
7998
8017
8035
8054 8072
8091
8110
2
4
6
7        9 11
13
15 17"
1,557-560,"88
7586 7603
7621
7638
7656
7674
7691 7709
7727
7745
2
4
5
7
9
11
12
14 16 89
7762 7780
7798
7816
7834
7852
7870 7889
7907
7925
2
4
5
7
9
11
13
14 16 90
7943 7962
7980
7998
8017
8035
8054 8072
8091
8110
2
4
6
7        9 11
13
15 17 91
8128 8147
8166
8185
8204
8222
8241 8260
8279
8299
2
4
6
8
9
11
13
15 17"
1,558-561,"89
7762 7780
7798
7816
7834
7852
7870 7889
7907
7925
2
4
5
7
9
11
13
14 16 90
7943 7962
7980
7998
8017
8035
8054 8072
8091
8110
2
4
6
7        9 11
13
15 17 91
8128 8147
8166
8185
8204
8222
8241 8260
8279
8299
2
4
6
8
9
11
13
15 17 92
8318 8337
8356
8375
8395
8414
8433 8453
8472
8492
2
4
6
8
10
12
14
15 17"
1,559-562,"90
7943 7962
7980
7998
8017
8035
8054 8072
8091
8110
2
4
6
7        9 11
13
15 17 91
8128 8147
8166
8185
8204
8222
8241 8260
8279
8299
2
4
6
8
9
11
13
15 17 92
8318 8337
8356
8375
8395
8414
8433 8453
8472
8492
2
4
6
8
10
12
14
15 17 93
8511 8531
8551
8570
8590
8610
8630 8650
8670
8690
2
4
6
8
10
12
14
16 18"
1,560-563,"91
8128 8147
8166
8185
8204
8222
8241 8260
8279
8299
2
4
6
8
9
11
13
15 17 92
8318 8337
8356
8375
8395
8414
8433 8453
8472
8492
2
4
6
8
10
12
14
15 17 93
8511 8531
8551
8570
8590
8610
8630 8650
8670
8690
2
4
6
8
10
12
14
16 18 94
8710 8730
8750
8770
8790
8810
8831 8851
8872
8892
2
4
6
8
10
12
14
16 18"
1,561-564,"92
8318 8337
8356
8375
8395
8414
8433 8453
8472
8492
2
4
6
8
10
12
14
15 17 93
8511 8531
8551
8570
8590
8610
8630 8650
8670
8690
2
4
6
8
10
12
14
16 18 94
8710 8730
8750
8770
8790
8810
8831 8851
8872
8892
2
4
6
8
10
12
14
16 18 95
8913 8933
8954
8974
8995
9016
9036 9057
9078
9099
2
4
6
8
10
12
15
17 19"
1,562-565,"93
8511 8531
8551
8570
8590
8610
8630 8650
8670
8690
2
4
6
8
10
12
14
16 18 94
8710 8730
8750
8770
8790
8810
8831 8851
8872
8892
2
4
6
8
10
12
14
16 18 95
8913 8933
8954
8974
8995
9016
9036 9057
9078
9099
2
4
6
8
10
12
15
17 19 96
9120 9141
9162
9183
9204
9226
9247 9268
9290
9311
2
4
6
8
11
13
15
17 19"
1,563-566,"94
8710 8730
8750
8770
8790
8810
8831 8851
8872
8892
2
4
6
8
10
12
14
16 18 95
8913 8933
8954
8974
8995
9016
9036 9057
9078
9099
2
4
6
8
10
12
15
17 19 96
9120 9141
9162
9183
9204
9226
9247 9268
9290
9311
2
4
6
8
11
13
15
17 19 97
9333 9354
9376
9397
9419
9441
9462 9484
9506
9528
2
4
7
9
11
13
15
17 20"
1,564-567,"95
8913 8933
8954
8974
8995
9016
9036 9057
9078
9099
2
4
6
8
10
12
15
17 19 96
9120 9141
9162
9183
9204
9226
9247 9268
9290
9311
2
4
6
8
11
13
15
17 19 97
9333 9354
9376
9397
9419
9441
9462 9484
9506
9528
2
4
7
9
11
13
15
17 20 98
9550 9572
9594
9616
9638
9661
9683 9705
9727
9750
2
4
7
9
11
13
16
18 20"
1,565-568,"96
9120 9141
9162
9183
9204
9226
9247 9268
9290
9311
2
4
6
8
11
13
15
17 19 97
9333 9354
9376
9397
9419
9441
9462 9484
9506
9528
2
4
7
9
11
13
15
17 20 98
9550 9572
9594
9616
9638
9661
9683 9705
9727
9750
2
4
7
9
11
13
16
18 20 99
9772 9795
9817
9840
9863
9886
9908 9931
9954
9977
2
5
7
9
11
14
16
18 20
Rationalised 2023-24
After studying this Unit, you will be
able to
·
describe the formation of different
types of solutions;
·
express concentration of solution
in different units;
·
state and explain Henry’s law and
Raoult’s law;
·
distinguish between ideal and
non-ideal solutions;
·
explain deviations of real solutions
from Raoult’s law;
·
describe colligative properties of
solutions and correlate these with
molar masses of the solutes;
·
explain abnormal colligative
properties exhibited by some
solutes in solutions"
1,566-569,"97
9333 9354
9376
9397
9419
9441
9462 9484
9506
9528
2
4
7
9
11
13
15
17 20 98
9550 9572
9594
9616
9638
9661
9683 9705
9727
9750
2
4
7
9
11
13
16
18 20 99
9772 9795
9817
9840
9863
9886
9908 9931
9954
9977
2
5
7
9
11
14
16
18 20
Rationalised 2023-24
After studying this Unit, you will be
able to
·
describe the formation of different
types of solutions;
·
express concentration of solution
in different units;
·
state and explain Henry’s law and
Raoult’s law;
·
distinguish between ideal and
non-ideal solutions;
·
explain deviations of real solutions
from Raoult’s law;
·
describe colligative properties of
solutions and correlate these with
molar masses of the solutes;
·
explain abnormal colligative
properties exhibited by some
solutes in solutions In normal life we rarely come across pure substances"
1,567-570,"98
9550 9572
9594
9616
9638
9661
9683 9705
9727
9750
2
4
7
9
11
13
16
18 20 99
9772 9795
9817
9840
9863
9886
9908 9931
9954
9977
2
5
7
9
11
14
16
18 20
Rationalised 2023-24
After studying this Unit, you will be
able to
·
describe the formation of different
types of solutions;
·
express concentration of solution
in different units;
·
state and explain Henry’s law and
Raoult’s law;
·
distinguish between ideal and
non-ideal solutions;
·
explain deviations of real solutions
from Raoult’s law;
·
describe colligative properties of
solutions and correlate these with
molar masses of the solutes;
·
explain abnormal colligative
properties exhibited by some
solutes in solutions In normal life we rarely come across pure substances Most of these are mixtures containing two or more pure
substances"
1,568-571,"99
9772 9795
9817
9840
9863
9886
9908 9931
9954
9977
2
5
7
9
11
14
16
18 20
Rationalised 2023-24
After studying this Unit, you will be
able to
·
describe the formation of different
types of solutions;
·
express concentration of solution
in different units;
·
state and explain Henry’s law and
Raoult’s law;
·
distinguish between ideal and
non-ideal solutions;
·
explain deviations of real solutions
from Raoult’s law;
·
describe colligative properties of
solutions and correlate these with
molar masses of the solutes;
·
explain abnormal colligative
properties exhibited by some
solutes in solutions In normal life we rarely come across pure substances Most of these are mixtures containing two or more pure
substances Their utility or importance in life depends
on their composition"
1,569-572,"In normal life we rarely come across pure substances Most of these are mixtures containing two or more pure
substances Their utility or importance in life depends
on their composition For example, the properties of
brass (mixture of copper and zinc) are quite different
from those of German silver (mixture of copper, zinc
and nickel) or bronze (mixture of copper and tin);
1 part per million (ppm) of fluoride ions in water
prevents tooth decay, while 1"
1,570-573,"Most of these are mixtures containing two or more pure
substances Their utility or importance in life depends
on their composition For example, the properties of
brass (mixture of copper and zinc) are quite different
from those of German silver (mixture of copper, zinc
and nickel) or bronze (mixture of copper and tin);
1 part per million (ppm) of fluoride ions in water
prevents tooth decay, while 1 5 ppm causes the tooth
to become mottled and high concentrations of fluoride
ions can be poisonous (for example, sodium fluoride is
used in rat poison); intravenous injections are always
dissolved in water containing salts at particular ionic
concentrations that match with blood plasma
concentrations and so on"
1,571-574,"Their utility or importance in life depends
on their composition For example, the properties of
brass (mixture of copper and zinc) are quite different
from those of German silver (mixture of copper, zinc
and nickel) or bronze (mixture of copper and tin);
1 part per million (ppm) of fluoride ions in water
prevents tooth decay, while 1 5 ppm causes the tooth
to become mottled and high concentrations of fluoride
ions can be poisonous (for example, sodium fluoride is
used in rat poison); intravenous injections are always
dissolved in water containing salts at particular ionic
concentrations that match with blood plasma
concentrations and so on In this Unit, we will consider mostly liquid
solutions and their formation"
1,572-575,"For example, the properties of
brass (mixture of copper and zinc) are quite different
from those of German silver (mixture of copper, zinc
and nickel) or bronze (mixture of copper and tin);
1 part per million (ppm) of fluoride ions in water
prevents tooth decay, while 1 5 ppm causes the tooth
to become mottled and high concentrations of fluoride
ions can be poisonous (for example, sodium fluoride is
used in rat poison); intravenous injections are always
dissolved in water containing salts at particular ionic
concentrations that match with blood plasma
concentrations and so on In this Unit, we will consider mostly liquid
solutions and their formation This will be followed by
studying the properties of the solutions, like vapour
pressure and colligative properties"
1,573-576,"5 ppm causes the tooth
to become mottled and high concentrations of fluoride
ions can be poisonous (for example, sodium fluoride is
used in rat poison); intravenous injections are always
dissolved in water containing salts at particular ionic
concentrations that match with blood plasma
concentrations and so on In this Unit, we will consider mostly liquid
solutions and their formation This will be followed by
studying the properties of the solutions, like vapour
pressure and colligative properties We will begin with
types of solutions and then various alternatives in
which concentrations of a solute can be expressed in
liquid solution"
1,574-577,"In this Unit, we will consider mostly liquid
solutions and their formation This will be followed by
studying the properties of the solutions, like vapour
pressure and colligative properties We will begin with
types of solutions and then various alternatives in
which concentrations of a solute can be expressed in
liquid solution Solutions
Solutions
Almost all processes in body occur in some kind of liquid solutions"
1,575-578,"This will be followed by
studying the properties of the solutions, like vapour
pressure and colligative properties We will begin with
types of solutions and then various alternatives in
which concentrations of a solute can be expressed in
liquid solution Solutions
Solutions
Almost all processes in body occur in some kind of liquid solutions Objectives
1"
1,576-579,"We will begin with
types of solutions and then various alternatives in
which concentrations of a solute can be expressed in
liquid solution Solutions
Solutions
Almost all processes in body occur in some kind of liquid solutions Objectives
1 1
1"
1,577-580,"Solutions
Solutions
Almost all processes in body occur in some kind of liquid solutions Objectives
1 1
1 1
1"
1,578-581,"Objectives
1 1
1 1
1 1
1"
1,579-582,"1
1 1
1 1
1 1
1"
1,580-583,"1
1 1
1 1
1 1
Types of
Types of
Types of
Types of
Types of
Solutions
Solutions
Solutions
Solutions
Solutions
1
Unit
Unit
Unit
Unit
Unit1
Solutions are homogeneous mixtures of two or more than two
components"
1,581-584,"1
1 1
1 1
Types of
Types of
Types of
Types of
Types of
Solutions
Solutions
Solutions
Solutions
Solutions
1
Unit
Unit
Unit
Unit
Unit1
Solutions are homogeneous mixtures of two or more than two
components By homogenous mixture we mean that its composition
and properties are uniform throughout the mixture"
1,582-585,"1
1 1
Types of
Types of
Types of
Types of
Types of
Solutions
Solutions
Solutions
Solutions
Solutions
1
Unit
Unit
Unit
Unit
Unit1
Solutions are homogeneous mixtures of two or more than two
components By homogenous mixture we mean that its composition
and properties are uniform throughout the mixture Generally, the
component that is present in the largest quantity is known as solvent"
1,583-586,"1
Types of
Types of
Types of
Types of
Types of
Solutions
Solutions
Solutions
Solutions
Solutions
1
Unit
Unit
Unit
Unit
Unit1
Solutions are homogeneous mixtures of two or more than two
components By homogenous mixture we mean that its composition
and properties are uniform throughout the mixture Generally, the
component that is present in the largest quantity is known as solvent Solvent determines the physical state in which solution exists"
1,584-587,"By homogenous mixture we mean that its composition
and properties are uniform throughout the mixture Generally, the
component that is present in the largest quantity is known as solvent Solvent determines the physical state in which solution exists One or
more components present in the  solution other than solvent are called
solutes"
1,585-588,"Generally, the
component that is present in the largest quantity is known as solvent Solvent determines the physical state in which solution exists One or
more components present in the  solution other than solvent are called
solutes In this Unit we shall consider only binary solutions (i"
1,586-589,"Solvent determines the physical state in which solution exists One or
more components present in the  solution other than solvent are called
solutes In this Unit we shall consider only binary solutions (i e"
1,587-590,"One or
more components present in the  solution other than solvent are called
solutes In this Unit we shall consider only binary solutions (i e ,
Rationalised 2023-24
2
Chemistry
Type of Solution
Solute
Solvent
Common Examples
Gaseous Solutions
Gas
Gas
Mixture of oxygen and nitrogen gases
Liquid
Gas
Chloroform mixed with nitrogen gas
Solid
Gas
Camphor in nitrogen gas
Liquid Solutions
Gas
Liquid
Oxygen dissolved in water
Liquid
Liquid
Ethanol dissolved in water
Solid
Liquid
Glucose dissolved in water
Solid Solutions
Gas
Solid
Solution of hydrogen in palladium
Liquid
Solid
Amalgam of mercury with sodium
Solid
Solid
Copper dissolved in gold
Table 1"
1,588-591,"In this Unit we shall consider only binary solutions (i e ,
Rationalised 2023-24
2
Chemistry
Type of Solution
Solute
Solvent
Common Examples
Gaseous Solutions
Gas
Gas
Mixture of oxygen and nitrogen gases
Liquid
Gas
Chloroform mixed with nitrogen gas
Solid
Gas
Camphor in nitrogen gas
Liquid Solutions
Gas
Liquid
Oxygen dissolved in water
Liquid
Liquid
Ethanol dissolved in water
Solid
Liquid
Glucose dissolved in water
Solid Solutions
Gas
Solid
Solution of hydrogen in palladium
Liquid
Solid
Amalgam of mercury with sodium
Solid
Solid
Copper dissolved in gold
Table 1 1: Types of Solutions
consisting of two components)"
1,589-592,"e ,
Rationalised 2023-24
2
Chemistry
Type of Solution
Solute
Solvent
Common Examples
Gaseous Solutions
Gas
Gas
Mixture of oxygen and nitrogen gases
Liquid
Gas
Chloroform mixed with nitrogen gas
Solid
Gas
Camphor in nitrogen gas
Liquid Solutions
Gas
Liquid
Oxygen dissolved in water
Liquid
Liquid
Ethanol dissolved in water
Solid
Liquid
Glucose dissolved in water
Solid Solutions
Gas
Solid
Solution of hydrogen in palladium
Liquid
Solid
Amalgam of mercury with sodium
Solid
Solid
Copper dissolved in gold
Table 1 1: Types of Solutions
consisting of two components) Here each component may be
solid, liquid or in gaseous state and are summarised in Table 1"
1,590-593,",
Rationalised 2023-24
2
Chemistry
Type of Solution
Solute
Solvent
Common Examples
Gaseous Solutions
Gas
Gas
Mixture of oxygen and nitrogen gases
Liquid
Gas
Chloroform mixed with nitrogen gas
Solid
Gas
Camphor in nitrogen gas
Liquid Solutions
Gas
Liquid
Oxygen dissolved in water
Liquid
Liquid
Ethanol dissolved in water
Solid
Liquid
Glucose dissolved in water
Solid Solutions
Gas
Solid
Solution of hydrogen in palladium
Liquid
Solid
Amalgam of mercury with sodium
Solid
Solid
Copper dissolved in gold
Table 1 1: Types of Solutions
consisting of two components) Here each component may be
solid, liquid or in gaseous state and are summarised in Table 1 1"
1,591-594,"1: Types of Solutions
consisting of two components) Here each component may be
solid, liquid or in gaseous state and are summarised in Table 1 1 Composition of a solution can be described by expressing its
concentration"
1,592-595,"Here each component may be
solid, liquid or in gaseous state and are summarised in Table 1 1 Composition of a solution can be described by expressing its
concentration The latter can be expressed either qualitatively
or quantitatively"
1,593-596,"1 Composition of a solution can be described by expressing its
concentration The latter can be expressed either qualitatively
or quantitatively For example, qualitatively we can say that the
solution is dilute (i"
1,594-597,"Composition of a solution can be described by expressing its
concentration The latter can be expressed either qualitatively
or quantitatively For example, qualitatively we can say that the
solution is dilute (i e"
1,595-598,"The latter can be expressed either qualitatively
or quantitatively For example, qualitatively we can say that the
solution is dilute (i e , relatively very small quantity of solute)
or it is concentrated (i"
1,596-599,"For example, qualitatively we can say that the
solution is dilute (i e , relatively very small quantity of solute)
or it is concentrated (i e"
1,597-600,"e , relatively very small quantity of solute)
or it is concentrated (i e , relatively very large quantity of
solute)"
1,598-601,", relatively very small quantity of solute)
or it is concentrated (i e , relatively very large quantity of
solute) But in real life these kinds of description can add to
lot of confusion and thus the need for a quantitative description
of the solution"
1,599-602,"e , relatively very large quantity of
solute) But in real life these kinds of description can add to
lot of confusion and thus the need for a quantitative description
of the solution There are several ways by which we can describe the concentration
of the solution quantitatively"
1,600-603,", relatively very large quantity of
solute) But in real life these kinds of description can add to
lot of confusion and thus the need for a quantitative description
of the solution There are several ways by which we can describe the concentration
of the solution quantitatively (i) Mass percentage (w/w): The mass percentage of a component of a
solution is defined as:
Mass % of a component
= 
Mass of the component in the solution 
100
Total mass of the solution
(1"
1,601-604,"But in real life these kinds of description can add to
lot of confusion and thus the need for a quantitative description
of the solution There are several ways by which we can describe the concentration
of the solution quantitatively (i) Mass percentage (w/w): The mass percentage of a component of a
solution is defined as:
Mass % of a component
= 
Mass of the component in the solution 
100
Total mass of the solution
(1 1)
For example, if a solution is described by 10% glucose in water by
mass, it means that 10 g of glucose is dissolved in 90 g of water
resulting in a 100 g solution"
1,602-605,"There are several ways by which we can describe the concentration
of the solution quantitatively (i) Mass percentage (w/w): The mass percentage of a component of a
solution is defined as:
Mass % of a component
= 
Mass of the component in the solution 
100
Total mass of the solution
(1 1)
For example, if a solution is described by 10% glucose in water by
mass, it means that 10 g of glucose is dissolved in 90 g of water
resulting in a 100 g solution Concentration described by mass
percentage is commonly used in industrial chemical applications"
1,603-606,"(i) Mass percentage (w/w): The mass percentage of a component of a
solution is defined as:
Mass % of a component
= 
Mass of the component in the solution 
100
Total mass of the solution
(1 1)
For example, if a solution is described by 10% glucose in water by
mass, it means that 10 g of glucose is dissolved in 90 g of water
resulting in a 100 g solution Concentration described by mass
percentage is commonly used in industrial chemical applications For example, commercial bleaching solution contains 3"
1,604-607,"1)
For example, if a solution is described by 10% glucose in water by
mass, it means that 10 g of glucose is dissolved in 90 g of water
resulting in a 100 g solution Concentration described by mass
percentage is commonly used in industrial chemical applications For example, commercial bleaching solution contains 3 62 mass
percentage of sodium hypochlorite in water"
1,605-608,"Concentration described by mass
percentage is commonly used in industrial chemical applications For example, commercial bleaching solution contains 3 62 mass
percentage of sodium hypochlorite in water (ii) Volume percentage (V/V): The volume percentage is defined as:
Volume % of a component = 
Volume of  the component
100
Total volume of  solution
(1"
1,606-609,"For example, commercial bleaching solution contains 3 62 mass
percentage of sodium hypochlorite in water (ii) Volume percentage (V/V): The volume percentage is defined as:
Volume % of a component = 
Volume of  the component
100
Total volume of  solution
(1 2)
1"
1,607-610,"62 mass
percentage of sodium hypochlorite in water (ii) Volume percentage (V/V): The volume percentage is defined as:
Volume % of a component = 
Volume of  the component
100
Total volume of  solution
(1 2)
1 2
1"
1,608-611,"(ii) Volume percentage (V/V): The volume percentage is defined as:
Volume % of a component = 
Volume of  the component
100
Total volume of  solution
(1 2)
1 2
1 2
1"
1,609-612,"2)
1 2
1 2
1 2
1"
1,610-613,"2
1 2
1 2
1 2
1"
1,611-614,"2
1 2
1 2
1 2
Expressing
Expressing
Expressing
Expressing
Expressing
Concentration
Concentration
Concentration
Concentration
Concentration
of Solutions
of Solutions
of Solutions
of Solutions
of Solutions
Rationalised 2023-24
3
Solutions
For example, 10% ethanol solution in water means that 10 mL
of ethanol is dissolved in water such that the total volume of
the solution is 100 mL"
1,612-615,"2
1 2
1 2
Expressing
Expressing
Expressing
Expressing
Expressing
Concentration
Concentration
Concentration
Concentration
Concentration
of Solutions
of Solutions
of Solutions
of Solutions
of Solutions
Rationalised 2023-24
3
Solutions
For example, 10% ethanol solution in water means that 10 mL
of ethanol is dissolved in water such that the total volume of
the solution is 100 mL Solutions containing liquids are commonly
expressed in this unit"
1,613-616,"2
1 2
Expressing
Expressing
Expressing
Expressing
Expressing
Concentration
Concentration
Concentration
Concentration
Concentration
of Solutions
of Solutions
of Solutions
of Solutions
of Solutions
Rationalised 2023-24
3
Solutions
For example, 10% ethanol solution in water means that 10 mL
of ethanol is dissolved in water such that the total volume of
the solution is 100 mL Solutions containing liquids are commonly
expressed in this unit For example, a 35% (v/v) solution of
ethylene glycol, an antifreeze, is used in cars for cooling the
engine"
1,614-617,"2
Expressing
Expressing
Expressing
Expressing
Expressing
Concentration
Concentration
Concentration
Concentration
Concentration
of Solutions
of Solutions
of Solutions
of Solutions
of Solutions
Rationalised 2023-24
3
Solutions
For example, 10% ethanol solution in water means that 10 mL
of ethanol is dissolved in water such that the total volume of
the solution is 100 mL Solutions containing liquids are commonly
expressed in this unit For example, a 35% (v/v) solution of
ethylene glycol, an antifreeze, is used in cars for cooling the
engine At this concentration the antifreeze lowers the freezing
point of water to 255"
1,615-618,"Solutions containing liquids are commonly
expressed in this unit For example, a 35% (v/v) solution of
ethylene glycol, an antifreeze, is used in cars for cooling the
engine At this concentration the antifreeze lowers the freezing
point of water to 255 4K (–17"
1,616-619,"For example, a 35% (v/v) solution of
ethylene glycol, an antifreeze, is used in cars for cooling the
engine At this concentration the antifreeze lowers the freezing
point of water to 255 4K (–17 6°C)"
