Chapter,sentence_range,Text
1,1316-1319,"Now
3
3
1
5
2
0
2
2
2
2
2
2
4
3
1
P + Q
3
1
0
3
1
3
4
B
2
2
1
2
3
3
5
1
3
3
0
2
2
−
−
−
−








−
−






−






=
+
= −
=








−
−






−



−
−








Thus, B is represented as the sum of a symmetric and a skew symmetric matrix EXERCISE 3 3
1 Find the transpose of each of the following matrices:
(i)
5
21
1









−

(ii)
1
1
2
3
−






(iii)
1
5
6
3
5
6
2
3
1
−






−


2"
1,1317-1320,"EXERCISE 3 3
1 Find the transpose of each of the following matrices:
(i)
5
21
1









−

(ii)
1
1
2
3
−






(iii)
1
5
6
3
5
6
2
3
1
−






−


2 If 
1
2
3
4
1
5
A
5
7
9
and B
1
2
0
2
1
1
1
3
1
−
−
−








=
=








−



, then verify that
(i) (A + B)′ = A′ + B′,
(ii) (A – B)′ = A′ – B′
3"
1,1318-1321,"3
1 Find the transpose of each of the following matrices:
(i)
5
21
1









−

(ii)
1
1
2
3
−






(iii)
1
5
6
3
5
6
2
3
1
−






−


2 If 
1
2
3
4
1
5
A
5
7
9
and B
1
2
0
2
1
1
1
3
1
−
−
−








=
=








−



, then verify that
(i) (A + B)′ = A′ + B′,
(ii) (A – B)′ = A′ – B′
3 If 
3 4
1
2
1
A
1 2
and B
1
2 3
0 1


−



′ = −
= 









, then verify that
(i) (A + B)′ = A′ + B′
(ii) (A – B)′ = A′ – B′
Rationalised 2023-24
MATRICES         67
4"
1,1319-1322,"Find the transpose of each of the following matrices:
(i)
5
21
1









−

(ii)
1
1
2
3
−






(iii)
1
5
6
3
5
6
2
3
1
−






−


2 If 
1
2
3
4
1
5
A
5
7
9
and B
1
2
0
2
1
1
1
3
1
−
−
−








=
=








−



, then verify that
(i) (A + B)′ = A′ + B′,
(ii) (A – B)′ = A′ – B′
3 If 
3 4
1
2
1
A
1 2
and B
1
2 3
0 1


−



′ = −
= 









, then verify that
(i) (A + B)′ = A′ + B′
(ii) (A – B)′ = A′ – B′
Rationalised 2023-24
MATRICES         67
4 If 
2
3
1
0
A
and B
1
2
1
2
−
−




′ =
=








, then find (A + 2B)′
5"
1,1320-1323,"If 
1
2
3
4
1
5
A
5
7
9
and B
1
2
0
2
1
1
1
3
1
−
−
−








=
=








−



, then verify that
(i) (A + B)′ = A′ + B′,
(ii) (A – B)′ = A′ – B′
3 If 
3 4
1
2
1
A
1 2
and B
1
2 3
0 1


−



′ = −
= 









, then verify that
(i) (A + B)′ = A′ + B′
(ii) (A – B)′ = A′ – B′
Rationalised 2023-24
MATRICES         67
4 If 
2
3
1
0
A
and B
1
2
1
2
−
−




′ =
=








, then find (A + 2B)′
5 For the matrices A and B, verify that (AB)′ = B′A′, where
(i)
[
]
1
A
4
, B
1
2
1
3




= −
= −






(ii)
[
]
0
A
1
, B
1
5
7
2
 
= 
=
 
 
 
6"
1,1321-1324,"If 
3 4
1
2
1
A
1 2
and B
1
2 3
0 1


−



′ = −
= 









, then verify that
(i) (A + B)′ = A′ + B′
(ii) (A – B)′ = A′ – B′
Rationalised 2023-24
MATRICES         67
4 If 
2
3
1
0
A
and B
1
2
1
2
−
−




′ =
=








, then find (A + 2B)′
5 For the matrices A and B, verify that (AB)′ = B′A′, where
(i)
[
]
1
A
4
, B
1
2
1
3




= −
= −






(ii)
[
]
0
A
1
, B
1
5
7
2
 
= 
=
 
 
 
6 If (i)
cos
sin
A
sin
cos
α
α


= 

−
α
α


, then verify that A′ A = I
(ii) If 
sin
cos
A
cos
sin
α
α


= 

−
α
α


, then verify that A′ A = I
7"
1,1322-1325,"If 
2
3
1
0
A
and B
1
2
1
2
−
−




′ =
=








, then find (A + 2B)′
5 For the matrices A and B, verify that (AB)′ = B′A′, where
(i)
[
]
1
A
4
, B
1
2
1
3




= −
= −






(ii)
[
]
0
A
1
, B
1
5
7
2
 
= 
=
 
 
 
6 If (i)
cos
sin
A
sin
cos
α
α


= 

−
α
α


, then verify that A′ A = I
(ii) If 
sin
cos
A
cos
sin
α
α


= 

−
α
α


, then verify that A′ A = I
7 (i) Show that the matrix 
1
1
5
A
1
2
1
5
1
3
−




= −





 is a symmetric matrix"
1,1323-1326,"For the matrices A and B, verify that (AB)′ = B′A′, where
(i)
[
]
1
A
4
, B
1
2
1
3




= −
= −






(ii)
[
]
0
A
1
, B
1
5
7
2
 
= 
=
 
 
 
6 If (i)
cos
sin
A
sin
cos
α
α


= 

−
α
α


, then verify that A′ A = I
(ii) If 
sin
cos
A
cos
sin
α
α


= 

−
α
α


, then verify that A′ A = I
7 (i) Show that the matrix 
1
1
5
A
1
2
1
5
1
3
−




= −





 is a symmetric matrix (ii)  Show that the matrix 
0
1
1
A
1
0
1
1
1
0
−




= −




−


 is a skew symmetric matrix"
1,1324-1327,"If (i)
cos
sin
A
sin
cos
α
α


= 

−
α
α


, then verify that A′ A = I
(ii) If 
sin
cos
A
cos
sin
α
α


= 

−
α
α


, then verify that A′ A = I
7 (i) Show that the matrix 
1
1
5
A
1
2
1
5
1
3
−




= −





 is a symmetric matrix (ii)  Show that the matrix 
0
1
1
A
1
0
1
1
1
0
−




= −




−


 is a skew symmetric matrix 8"
1,1325-1328,"(i) Show that the matrix 
1
1
5
A
1
2
1
5
1
3
−




= −





 is a symmetric matrix (ii)  Show that the matrix 
0
1
1
A
1
0
1
1
1
0
−




= −




−


 is a skew symmetric matrix 8 For the matrix 
1
5
A
6
7


= 



, verify that
(i) (A + A′) is a symmetric matrix
(ii) (A – A′) is a skew symmetric matrix
9"
1,1326-1329,"(ii)  Show that the matrix 
0
1
1
A
1
0
1
1
1
0
−




= −




−


 is a skew symmetric matrix 8 For the matrix 
1
5
A
6
7


= 



, verify that
(i) (A + A′) is a symmetric matrix
(ii) (A – A′) is a skew symmetric matrix
9 Find 
(
)
1 A
A
2
′
+
 and 
(
)
1 A
A
2
′
−
, when 
0
A
0
0
a
b
a
c
b
c




= −




−
−


10"
1,1327-1330,"8 For the matrix 
1
5
A
6
7


= 



, verify that
(i) (A + A′) is a symmetric matrix
(ii) (A – A′) is a skew symmetric matrix
9 Find 
(
)
1 A
A
2
′
+
 and 
(
)
1 A
A
2
′
−
, when 
0
A
0
0
a
b
a
c
b
c




= −




−
−


10 Express the following matrices as the sum of a symmetric and a skew symmetric
matrix:
Rationalised 2023-24
 68
MATHEMATICS
(i)
3
5
1
1



−


(ii)
6
2
2
2
3
1
2
1
3
−




−
−




−


(iii)
3
3
1
2
2
1
4
5
2
−




−
−




−
−


(iv)
1
5
1
2




−

Choose the correct answer in the Exercises 11 and 12"
1,1328-1331,"For the matrix 
1
5
A
6
7


= 



, verify that
(i) (A + A′) is a symmetric matrix
(ii) (A – A′) is a skew symmetric matrix
9 Find 
(
)
1 A
A
2
′
+
 and 
(
)
1 A
A
2
′
−
, when 
0
A
0
0
a
b
a
c
b
c




= −




−
−


10 Express the following matrices as the sum of a symmetric and a skew symmetric
matrix:
Rationalised 2023-24
 68
MATHEMATICS
(i)
3
5
1
1



−


(ii)
6
2
2
2
3
1
2
1
3
−




−
−




−


(iii)
3
3
1
2
2
1
4
5
2
−




−
−




−
−


(iv)
1
5
1
2




−

Choose the correct answer in the Exercises 11 and 12 11"
1,1329-1332,"Find 
(
)
1 A
A
2
′
+
 and 
(
)
1 A
A
2
′
−
, when 
0
A
0
0
a
b
a
c
b
c




= −




−
−


10 Express the following matrices as the sum of a symmetric and a skew symmetric
matrix:
Rationalised 2023-24
 68
MATHEMATICS
(i)
3
5
1
1



−


(ii)
6
2
2
2
3
1
2
1
3
−




−
−




−


(iii)
3
3
1
2
2
1
4
5
2
−




−
−




−
−


(iv)
1
5
1
2




−

Choose the correct answer in the Exercises 11 and 12 11 If A, B are symmetric matrices of same order, then AB – BA is a
(A) Skew symmetric matrix
(B) Symmetric matrix
(C) Zero matrix
(D) Identity matrix
12"
1,1330-1333,"Express the following matrices as the sum of a symmetric and a skew symmetric
matrix:
Rationalised 2023-24
 68
MATHEMATICS
(i)
3
5
1
1



−


(ii)
6
2
2
2
3
1
2
1
3
−




−
−




−


(iii)
3
3
1
2
2
1
4
5
2
−




−
−




−
−


(iv)
1
5
1
2




−

Choose the correct answer in the Exercises 11 and 12 11 If A, B are symmetric matrices of same order, then AB – BA is a
(A) Skew symmetric matrix
(B) Symmetric matrix
(C) Zero matrix
(D) Identity matrix
12 If 
cos
sin
A
,
sin
cos
α
−
α


= 

α
α


and  A + A′ = I, then the value of α is
(A) 6
π
(B) 3
π
(C) π
(D) 3
2
π
3"
1,1331-1334,"11 If A, B are symmetric matrices of same order, then AB – BA is a
(A) Skew symmetric matrix
(B) Symmetric matrix
(C) Zero matrix
(D) Identity matrix
12 If 
cos
sin
A
,
sin
cos
α
−
α


= 

α
α


and  A + A′ = I, then the value of α is
(A) 6
π
(B) 3
π
(C) π
(D) 3
2
π
3 7  Invertible Matrices
Definition 6 If A is a square matrix of order m, and if there exists another square
matrix B of the same order m, such that AB = BA = I, then B is called the inverse
matrix of A and it is denoted by A– 1"
1,1332-1335,"If A, B are symmetric matrices of same order, then AB – BA is a
(A) Skew symmetric matrix
(B) Symmetric matrix
(C) Zero matrix
(D) Identity matrix
12 If 
cos
sin
A
,
sin
cos
α
−
α


= 

α
α


and  A + A′ = I, then the value of α is
(A) 6
π
(B) 3
π
(C) π
(D) 3
2
π
3 7  Invertible Matrices
Definition 6 If A is a square matrix of order m, and if there exists another square
matrix B of the same order m, such that AB = BA = I, then B is called the inverse
matrix of A and it is denoted by A– 1 In that case A is said to be invertible"
1,1333-1336,"If 
cos
sin
A
,
sin
cos
α
−
α


= 

α
α


and  A + A′ = I, then the value of α is
(A) 6
π
(B) 3
π
(C) π
(D) 3
2
π
3 7  Invertible Matrices
Definition 6 If A is a square matrix of order m, and if there exists another square
matrix B of the same order m, such that AB = BA = I, then B is called the inverse
matrix of A and it is denoted by A– 1 In that case A is said to be invertible For example, let
A =
2
3
1
2






and B = 
2
3
1
2
−




−

be two matrices"
1,1334-1337,"7  Invertible Matrices
Definition 6 If A is a square matrix of order m, and if there exists another square
matrix B of the same order m, such that AB = BA = I, then B is called the inverse
matrix of A and it is denoted by A– 1 In that case A is said to be invertible For example, let
A =
2
3
1
2






and B = 
2
3
1
2
−




−

be two matrices Now
AB =
2
3
2
3
1
2
1
2
−

 


 

−

 

=
4
3
6
6
1
0
I
2
2
3
4
0
1
−
− +




=
=




−
− +




Also
BA =
1
0
I
0
1

 =



"
1,1335-1338,"In that case A is said to be invertible For example, let
A =
2
3
1
2






and B = 
2
3
1
2
−




−

be two matrices Now
AB =
2
3
2
3
1
2
1
2
−

 


 

−

 

=
4
3
6
6
1
0
I
2
2
3
4
0
1
−
− +




=
=




−
− +




Also
BA =
1
0
I
0
1

 =



 Thus B is the inverse of A, in other
words B = A– 1 and A is inverse of B, i"
1,1336-1339,"For example, let
A =
2
3
1
2






and B = 
2
3
1
2
−




−

be two matrices Now
AB =
2
3
2
3
1
2
1
2
−

 


 

−

 

=
4
3
6
6
1
0
I
2
2
3
4
0
1
−
− +




=
=




−
− +




Also
BA =
1
0
I
0
1

 =



 Thus B is the inverse of A, in other
words B = A– 1 and A is inverse of B, i e"
1,1337-1340,"Now
AB =
2
3
2
3
1
2
1
2
−

 


 

−

 

=
4
3
6
6
1
0
I
2
2
3
4
0
1
−
− +




=
=




−
− +




Also
BA =
1
0
I
0
1

 =



 Thus B is the inverse of A, in other
words B = A– 1 and A is inverse of B, i e , A = B–1
Rationalised 2023-24
MATRICES         69
ANote
1"
1,1338-1341,"Thus B is the inverse of A, in other
words B = A– 1 and A is inverse of B, i e , A = B–1
Rationalised 2023-24
MATRICES         69
ANote
1 A rectangular matrix does not possess inverse matrix, since for products BA
and AB to be defined and to be equal, it is necessary that matrices A and B
should be square matrices of the same order"
1,1339-1342,"e , A = B–1
Rationalised 2023-24
MATRICES         69
ANote
1 A rectangular matrix does not possess inverse matrix, since for products BA
and AB to be defined and to be equal, it is necessary that matrices A and B
should be square matrices of the same order 2"
1,1340-1343,", A = B–1
Rationalised 2023-24
MATRICES         69
ANote
1 A rectangular matrix does not possess inverse matrix, since for products BA
and AB to be defined and to be equal, it is necessary that matrices A and B
should be square matrices of the same order 2 If B is the inverse of A, then A is also the inverse of B"
1,1341-1344,"A rectangular matrix does not possess inverse matrix, since for products BA
and AB to be defined and to be equal, it is necessary that matrices A and B
should be square matrices of the same order 2 If B is the inverse of A, then A is also the inverse of B Theorem 3 (Uniqueness of inverse) Inverse of a square matrix, if it exists, is unique"
1,1342-1345,"2 If B is the inverse of A, then A is also the inverse of B Theorem 3 (Uniqueness of inverse) Inverse of a square matrix, if it exists, is unique Proof Let A = [aij] be a square matrix of order m"
1,1343-1346,"If B is the inverse of A, then A is also the inverse of B Theorem 3 (Uniqueness of inverse) Inverse of a square matrix, if it exists, is unique Proof Let A = [aij] be a square matrix of order m If possible, let B and C be two
inverses of A"
1,1344-1347,"Theorem 3 (Uniqueness of inverse) Inverse of a square matrix, if it exists, is unique Proof Let A = [aij] be a square matrix of order m If possible, let B and C be two
inverses of A We shall show that B = C"
1,1345-1348,"Proof Let A = [aij] be a square matrix of order m If possible, let B and C be two
inverses of A We shall show that B = C Since B is the inverse of A
AB = BA = I"
1,1346-1349,"If possible, let B and C be two
inverses of A We shall show that B = C Since B is the inverse of A
AB = BA = I (1)
Since C is also the inverse of A
AC = CA = I"
1,1347-1350,"We shall show that B = C Since B is the inverse of A
AB = BA = I (1)
Since C is also the inverse of A
AC = CA = I (2)
Thus
B = BI = B (AC) = (BA) C = IC = C
Theorem 4 If A and B are invertible matrices of the same order, then (AB)–1 = B–1 A–1"
1,1348-1351,"Since B is the inverse of A
AB = BA = I (1)
Since C is also the inverse of A
AC = CA = I (2)
Thus
B = BI = B (AC) = (BA) C = IC = C
Theorem 4 If A and B are invertible matrices of the same order, then (AB)–1 = B–1 A–1 Proof From the definition of inverse of a matrix, we have
(AB) (AB)–1 = 1
or
A–1 (AB) (AB)–1 = A–1I
(Pre multiplying both sides by A–1)
or
(A–1A) B (AB)–1 = A–1
(Since A–1 I = A–1)
or
IB (AB)–1 = A–1
or
B (AB)–1 = A–1
or
B–1 B (AB)–1 = B–1 A–1
or
I (AB)–1 = B–1 A–1
Hence
(AB)–1 = B–1 A–1
1"
1,1349-1352,"(1)
Since C is also the inverse of A
AC = CA = I (2)
Thus
B = BI = B (AC) = (BA) C = IC = C
Theorem 4 If A and B are invertible matrices of the same order, then (AB)–1 = B–1 A–1 Proof From the definition of inverse of a matrix, we have
(AB) (AB)–1 = 1
or
A–1 (AB) (AB)–1 = A–1I
(Pre multiplying both sides by A–1)
or
(A–1A) B (AB)–1 = A–1
(Since A–1 I = A–1)
or
IB (AB)–1 = A–1
or
B (AB)–1 = A–1
or
B–1 B (AB)–1 = B–1 A–1
or
I (AB)–1 = B–1 A–1
Hence
(AB)–1 = B–1 A–1
1 Matrices A and B will be inverse of each other only if
     (A) AB = BA (B) AB = BA = 0
     (C) AB = 0, BA = I (D) AB = BA = I
EXERCISE 3"
1,1350-1353,"(2)
Thus
B = BI = B (AC) = (BA) C = IC = C
Theorem 4 If A and B are invertible matrices of the same order, then (AB)–1 = B–1 A–1 Proof From the definition of inverse of a matrix, we have
(AB) (AB)–1 = 1
or
A–1 (AB) (AB)–1 = A–1I
(Pre multiplying both sides by A–1)
or
(A–1A) B (AB)–1 = A–1
(Since A–1 I = A–1)
or
IB (AB)–1 = A–1
or
B (AB)–1 = A–1
or
B–1 B (AB)–1 = B–1 A–1
or
I (AB)–1 = B–1 A–1
Hence
(AB)–1 = B–1 A–1
1 Matrices A and B will be inverse of each other only if
     (A) AB = BA (B) AB = BA = 0
     (C) AB = 0, BA = I (D) AB = BA = I
EXERCISE 3 4
Rationalised 2023-24
 70
MATHEMATICS
Miscellaneous Examples
Example 23 If 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then prove that 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, n ∈ N"
1,1351-1354,"Proof From the definition of inverse of a matrix, we have
(AB) (AB)–1 = 1
or
A–1 (AB) (AB)–1 = A–1I
(Pre multiplying both sides by A–1)
or
(A–1A) B (AB)–1 = A–1
(Since A–1 I = A–1)
or
IB (AB)–1 = A–1
or
B (AB)–1 = A–1
or
B–1 B (AB)–1 = B–1 A–1
or
I (AB)–1 = B–1 A–1
Hence
(AB)–1 = B–1 A–1
1 Matrices A and B will be inverse of each other only if
     (A) AB = BA (B) AB = BA = 0
     (C) AB = 0, BA = I (D) AB = BA = I
EXERCISE 3 4
Rationalised 2023-24
 70
MATHEMATICS
Miscellaneous Examples
Example 23 If 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then prove that 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, n ∈ N Solution We shall prove the result by using principle of mathematical induction"
1,1352-1355,"Matrices A and B will be inverse of each other only if
     (A) AB = BA (B) AB = BA = 0
     (C) AB = 0, BA = I (D) AB = BA = I
EXERCISE 3 4
Rationalised 2023-24
 70
MATHEMATICS
Miscellaneous Examples
Example 23 If 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then prove that 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, n ∈ N Solution We shall prove the result by using principle of mathematical induction We have
P(n) : If 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, n ∈ N
P(1) : 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, so 
1
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


Therefore,
the result is true for n = 1"
1,1353-1356,"4
Rationalised 2023-24
 70
MATHEMATICS
Miscellaneous Examples
Example 23 If 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then prove that 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, n ∈ N Solution We shall prove the result by using principle of mathematical induction We have
P(n) : If 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, n ∈ N
P(1) : 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, so 
1
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


Therefore,
the result is true for n = 1 Let the result be true for n = k"
1,1354-1357,"Solution We shall prove the result by using principle of mathematical induction We have
P(n) : If 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, n ∈ N
P(1) : 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, so 
1
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


Therefore,
the result is true for n = 1 Let the result be true for n = k So
P(k) : 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then 
cos
sin
A
sin
cos
k
k
k
k
k
θ
θ


= 

−
θ
θ


Now, we prove that the result holds for n = k +1
Now
Ak + 1 =
cos
sin
cos
sin
A A
sin
cos
sin
cos
k
k
k
k
k
θ
θ
θ
θ

 

⋅
= 
 

−
θ
θ
−
θ
θ

 

=
cos cos
– sin sin
cos sin
sin cos
sin cos
cos sin
sin sin
cos cos
k
k
k
k
k
k
k
k
θ
θ
θ
θ
θ
θ +
θ
θ




−
θ
θ +
θ
θ
−
θ
θ +
θ
θ


=
cos(
)
sin(
)
cos(
1)
sin (
1)
sin(
)
cos(
)
sin (
1)
cos(
1)
k
k
k
k
k
k
k
k
θ + θ
θ + θ
+
θ
+
θ




=




−
θ + θ
θ + θ
−
+
θ
+
θ




Therefore, the result is true for n = k  + 1"
1,1355-1358,"We have
P(n) : If 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, n ∈ N
P(1) : 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, so 
1
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


Therefore,
the result is true for n = 1 Let the result be true for n = k So
P(k) : 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then 
cos
sin
A
sin
cos
k
k
k
k
k
θ
θ


= 

−
θ
θ


Now, we prove that the result holds for n = k +1
Now
Ak + 1 =
cos
sin
cos
sin
A A
sin
cos
sin
cos
k
k
k
k
k
θ
θ
θ
θ

 

⋅
= 
 

−
θ
θ
−
θ
θ

 

=
cos cos
– sin sin
cos sin
sin cos
sin cos
cos sin
sin sin
cos cos
k
k
k
k
k
k
k
k
θ
θ
θ
θ
θ
θ +
θ
θ




−
θ
θ +
θ
θ
−
θ
θ +
θ
θ


=
cos(
)
sin(
)
cos(
1)
sin (
1)
sin(
)
cos(
)
sin (
1)
cos(
1)
k
k
k
k
k
k
k
k
θ + θ
θ + θ
+
θ
+
θ




=




−
θ + θ
θ + θ
−
+
θ
+
θ




Therefore, the result is true for n = k  + 1 Thus by principle of mathematical induction,
we have 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, holds for all natural numbers"
1,1356-1359,"Let the result be true for n = k So
P(k) : 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then 
cos
sin
A
sin
cos
k
k
k
k
k
θ
θ


= 

−
θ
θ


Now, we prove that the result holds for n = k +1
Now
Ak + 1 =
cos
sin
cos
sin
A A
sin
cos
sin
cos
k
k
k
k
k
θ
θ
θ
θ

 

⋅
= 
 

−
θ
θ
−
θ
θ

 

=
cos cos
– sin sin
cos sin
sin cos
sin cos
cos sin
sin sin
cos cos
k
k
k
k
k
k
k
k
θ
θ
θ
θ
θ
θ +
θ
θ




−
θ
θ +
θ
θ
−
θ
θ +
θ
θ


=
cos(
)
sin(
)
cos(
1)
sin (
1)
sin(
)
cos(
)
sin (
1)
cos(
1)
k
k
k
k
k
k
k
k
θ + θ
θ + θ
+
θ
+
θ




=




−
θ + θ
θ + θ
−
+
θ
+
θ




Therefore, the result is true for n = k  + 1 Thus by principle of mathematical induction,
we have 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, holds for all natural numbers Example 24 If A and B are symmetric matrices of the same order, then show that AB
is symmetric if and only if A and B commute, that is AB = BA"
1,1357-1360,"So
P(k) : 
cos
sin
A
sin
cos
θ
θ


= 

−
θ
θ


, then 
cos
sin
A
sin
cos
k
k
k
k
k
θ
θ


= 

−
θ
θ


Now, we prove that the result holds for n = k +1
Now
Ak + 1 =
cos
sin
cos
sin
A A
sin
cos
sin
cos
k
k
k
k
k
θ
θ
θ
θ

 

⋅
= 
 

−
θ
θ
−
θ
θ

 

=
cos cos
– sin sin
cos sin
sin cos
sin cos
cos sin
sin sin
cos cos
k
k
k
k
k
k
k
k
θ
θ
θ
θ
θ
θ +
θ
θ




−
θ
θ +
θ
θ
−
θ
θ +
θ
θ


=
cos(
)
sin(
)
cos(
1)
sin (
1)
sin(
)
cos(
)
sin (
1)
cos(
1)
k
k
k
k
k
k
k
k
θ + θ
θ + θ
+
θ
+
θ




=




−
θ + θ
θ + θ
−
+
θ
+
θ




Therefore, the result is true for n = k  + 1 Thus by principle of mathematical induction,
we have 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, holds for all natural numbers Example 24 If A and B are symmetric matrices of the same order, then show that AB
is symmetric if and only if A and B commute, that is AB = BA Solution Since A and B are both symmetric matrices, therefore A′ = A and B′ = B"
1,1358-1361,"Thus by principle of mathematical induction,
we have 
cos
sin
A
sin
cos
n
n
n
n
n
θ
θ


= 

−
θ
θ


, holds for all natural numbers Example 24 If A and B are symmetric matrices of the same order, then show that AB
is symmetric if and only if A and B commute, that is AB = BA Solution Since A and B are both symmetric matrices, therefore A′ = A and B′ = B Rationalised 2023-24
MATRICES         71
Let
AB be symmetric, then (AB)′ = AB
But
(AB)′ = B′A′= BA (Why"
1,1359-1362,"Example 24 If A and B are symmetric matrices of the same order, then show that AB
is symmetric if and only if A and B commute, that is AB = BA Solution Since A and B are both symmetric matrices, therefore A′ = A and B′ = B Rationalised 2023-24
MATRICES         71
Let
AB be symmetric, then (AB)′ = AB
But
(AB)′ = B′A′= BA (Why )
Therefore
BA = AB
Conversely, if AB = BA, then we shall show that AB is symmetric"
1,1360-1363,"Solution Since A and B are both symmetric matrices, therefore A′ = A and B′ = B Rationalised 2023-24
MATRICES         71
Let
AB be symmetric, then (AB)′ = AB
But
(AB)′ = B′A′= BA (Why )
Therefore
BA = AB
Conversely, if AB = BA, then we shall show that AB is symmetric Now
(AB)′ = B′A′
= B A (as A and B are symmetric)
= AB
Hence AB is symmetric"
1,1361-1364,"Rationalised 2023-24
MATRICES         71
Let
AB be symmetric, then (AB)′ = AB
But
(AB)′ = B′A′= BA (Why )
Therefore
BA = AB
Conversely, if AB = BA, then we shall show that AB is symmetric Now
(AB)′ = B′A′
= B A (as A and B are symmetric)
= AB
Hence AB is symmetric Example 25 Let 
2
1
5
2
2
5
A
, B
, C
3
4
7
4
3
8
−






=
=
=











"
1,1362-1365,")
Therefore
BA = AB
Conversely, if AB = BA, then we shall show that AB is symmetric Now
(AB)′ = B′A′
= B A (as A and B are symmetric)
= AB
Hence AB is symmetric Example 25 Let 
2
1
5
2
2
5
A
, B
, C
3
4
7
4
3
8
−






=
=
=











 Find a matrix D such that
CD – AB = O"
1,1363-1366,"Now
(AB)′ = B′A′
= B A (as A and B are symmetric)
= AB
Hence AB is symmetric Example 25 Let 
2
1
5
2
2
5
A
, B
, C
3
4
7
4
3
8
−






=
=
=











 Find a matrix D such that
CD – AB = O Solution Since A, B, C are all square matrices of order 2, and CD – AB is well
defined, D must be a square matrix of order 2"
1,1364-1367,"Example 25 Let 
2
1
5
2
2
5
A
, B
, C
3
4
7
4
3
8
−






=
=
=











 Find a matrix D such that
CD – AB = O Solution Since A, B, C are all square matrices of order 2, and CD – AB is well
defined, D must be a square matrix of order 2 Let
D = a
b
c
d





"
1,1365-1368,"Find a matrix D such that
CD – AB = O Solution Since A, B, C are all square matrices of order 2, and CD – AB is well
defined, D must be a square matrix of order 2 Let
D = a
b
c
d





 Then CD – AB = 0 gives
2
5
2
1
5
2
3
8
3
4
7
4
a
b
c
d
−

 


 

−

 


 


 


 

 = O
or
2
5
2
5
3
0
3
8
3
8
43
22
a
c
b
d
a
c
b
d
+
+




−




+
+




 = 0
0
0
0






or
2
5
3
2
5
3
8
43
3
8
22
a
c
b
d
a
c
b
d
+
−
+




+
−
+
−


 = 0
0
0
0






By equality of matrices, we get
2a + 5c – 3 = 0"
1,1366-1369,"Solution Since A, B, C are all square matrices of order 2, and CD – AB is well
defined, D must be a square matrix of order 2 Let
D = a
b
c
d





 Then CD – AB = 0 gives
2
5
2
1
5
2
3
8
3
4
7
4
a
b
c
d
−

 


 

−

 


 


 


 

 = O
or
2
5
2
5
3
0
3
8
3
8
43
22
a
c
b
d
a
c
b
d
+
+




−




+
+




 = 0
0
0
0






or
2
5
3
2
5
3
8
43
3
8
22
a
c
b
d
a
c
b
d
+
−
+




+
−
+
−


 = 0
0
0
0






By equality of matrices, we get
2a + 5c – 3 = 0 (1)
3a + 8c – 43 = 0"
